word,zipf,countable,uncountable,n_senses,first_gloss
dewar,2.71,0,0,1,"A vacuum flask; a vessel which keeps its contents hotter or cooler than their environment without the need to modify the pressure, by interposing an evacuated region to provide thermal insulation betw"
curveball,2.71,0,0,2,"A forespin pitch thrown by rotating the index and middle fingers down and resulting in motion down ""curve"""
stade,2.71,0,0,10,Synonym of stadion (“former Greek unit of distance”).
remaster,2.7,0,0,1,Synonym of remastering (“new version of a piece of media”).
lazer,2.7,0,0,2,One who lazes.
lawnmower,2.7,0,0,3,"A device used for cutting grass to a chosen height, typically of landscaped lawns of residences or institutions."
tracksuit,2.7,0,0,1,"A garment, usually consisting of a top and trousers (commonly known as tracksuit bottoms) worn as an outer layer by participants in sporting events such as athletics. The tracksuit is usually designed"
itis,2.7,0,0,2,A medical condition accompanied by inflammation.
wiretapping,2.7,1,1,1,The installation or monitoring of wiretaps.
haymarket,2.7,0,0,1,A market that sells hay as animal fodder.
interagency,2.7,0,0,1,intermediate agency
awol,2.7,0,0,1,Alternative letter-case form of AWOL.
shockwave,2.7,0,0,1,Alternative spelling of shock wave.
reposting,2.7,0,0,2,The act of posting something again.
dancefloor,2.7,0,0,1,Alternative form of dance floor.
nitty,2.7,0,0,1,"A dope fiend, a druggie."
chipset,2.7,0,0,1,"A group of integrated circuits that are designed to work together, and are usually marketed as a single product."
jetpack,2.7,0,0,1,Alternative spelling of jet pack.
chitty,2.7,0,0,2,"A small note, such as a pass or voucher slip; any scrip; a company chit."
vag,2.7,0,0,3,"Vagina (or, by extension, vulva)."
wf,2.7,0,0,1,Initialism of wrong font.
homeownership,2.7,0,1,1,The state of being a homeowner.
bento,2.7,0,0,5,"A Japanese takeaway lunch served in a box, often with the food arranged into an elaborate design."
miscommunication,2.7,0,0,1,An interaction between two parties in which information is/was not communicated as desired.
bayside,2.7,0,0,1,The side or shore of a bay.
dif,2.7,0,0,1,Alternative form of diff (“difference”).
mohr,2.7,0,0,2,Alternative form of mhorr.
passcode,2.7,0,0,1,A string of characters used for authentication on a digital device.
hansel,2.7,0,0,1,Alternative form of handsel.
bridger,2.7,0,0,3,One who builds bridges
pala,2.7,0,1,2,A part of an insect's leg that is spade-shaped and can be used as a scoop for feeding.
hardman,2.7,0,0,2,A man who is particularly tough or muscular
crim,2.7,0,0,2,A criminal.
sola,2.7,0,0,1,Alternative form of shola.
reproducible,2.7,0,0,1,Something that can be reproduced.
blackie,2.7,0,0,1,Alternative spelling of blacky.
gow,2.69,0,1,2,Alternative spelling of jow (“a pre-metric unit of length in India”).
zhen,2.69,0,0,1,Clipping of zhenniao
midseason,2.69,0,0,1,"The middle part of a season, such as a sporting, television, or growing season."
lilo,2.69,0,0,1,An inflatable air mattress.
leadoff,2.69,0,0,1,Alternative spelling of lead off.
ogle,2.69,0,0,2,"An impertinent, flirtatious, amorous or covetous stare."
onesie,2.69,0,0,3,Any of various one-piece attires:
ghazi,2.69,0,0,1,"A Muslim warrior who fights in war against non-Muslims, especially one who has won renown as a martial champion; often used as a title."
algal,2.69,0,0,1,An alga.
arran,2.69,0,0,1,spider
reo,2.69,0,1,3,A reinforcement (additional soldiers).
glutathione,2.69,1,1,1,"A tripeptide formed from glutamic acid, cysteine and glycine, that is active in many biological redox reactions."
glyphosate,2.69,1,1,2,"N-phosphonomethyl glycine, the active ingredient of several herbicides that inhibit a plant growth enzyme."
subplot,2.69,0,0,2,"A plot within a story, subsidiary to the main plot."
irreducible,2.69,0,0,1,Such a polynomial
morphing,2.69,0,0,1,The smooth transformation of one image into another using digital tweening.
torchwood,2.69,1,1,9,Wood exhibiting fungal bioluminescence or foxfire.
wheelie,2.69,0,0,2,"An action or stunt where a bicycle, motorcycle, or other vehicle is ridden for a short period while it is standing only on its rear wheel or wheels."
quinton,2.69,0,0,1,A type of violin that had five strings
brough,2.69,0,0,1,"A halo or luminous disk or ring seen around the sun or moon, and in folklore considered to portend a rainstorm."
webcomic,2.69,0,0,1,"An online comic, especially one first published on the Internet."
hyperspace,2.69,1,1,3,An n-dimensional Euclidian space with n > 3.
oppo,2.69,1,1,2,"A friend, associate or colleague."
frontrunner,2.69,0,0,1,Alternative form of front runner.
goddam,2.69,0,0,1,"An English person, from the perspective of a French person or in the context of French history, originating during the Hundred Years' War."
wagga,2.69,0,0,1,"A rug created from material scraps, small raw wool scraps and hessian bags."
stubby,2.69,0,0,1,"A small, squat beer bottle."
keeler,2.69,0,0,3,One who works on a barge or keel.
indio,2.69,0,0,1,"A member of one of various indigenous peoples in the Americas, Pacific, and East Asia formerly subject to Spain or Portugal, specifically a Native American in Mexico or Brazil, or an indigenous inhabi"
mothership,2.69,0,1,2,Alternative spelling of mother ship.
majlis,2.68,0,0,2,"A council, assembly, or public meeting, in some Muslim countries or territories."
abra,2.68,0,0,2,a narrow mountain or mesa pass
mandi,2.68,0,1,3,"A traditional style of washing oneself in Indonesia and Malaysia, using a small container to scoop water out of a larger container and pour it over the body."
cantina,2.68,0,0,2,"A drinking establishment, often specifically of the type found in Latin America."
bodyweight,2.68,1,1,1,The weight or mass of an organism.
kaka,2.68,0,0,1,Any of four taxa of birds in the genus Nestor in the parrot family confined to New Zealand and adjacent islands.
playthrough,2.68,0,0,2,"The act, or a recording, of playing a game from start to finish."
occipital,2.68,0,0,2,Ellipsis of occipital bone.
encoder,2.68,0,0,2,A device or algorithm used to encode something.
winnebago,2.68,0,0,1,A motorhome; a recreational vehicle (RV).
headteacher,2.68,0,0,1,The most senior teacher in a school who is responsible for its management and administration.
indigent,2.68,0,0,1,"A person in need, or in poverty."
biathlon,2.68,1,1,2,Racing combining cross-country skiing and rifle shooting
postcolonial,2.68,0,0,1,A person living in a postcolonial society.
franchisee,2.68,0,0,1,A holder of a franchise; a person who is granted a franchise.
foi,2.68,0,0,1,A depiction of a handshake.
nau,2.68,0,0,1,Synonym of carrack.
decrypt,2.68,0,0,1,A decoded communication.
franky,2.68,0,0,1,Synonym of Frankenstein.
theatrics,2.68,0,0,2,Theatrical appearance or character.
thar,2.68,0,0,1,Alternative spelling of tahr.
batgirl,2.68,0,0,1,The female equivalent of a batboy.
causative,2.68,0,0,1,An expression of an agent causing or forcing a patient to perform an action (or to be in a certain condition).
foie,2.68,0,1,1,Ellipsis of foie gras.
gx,2.68,0,1,1,Abbreviation of grex.
spyder,2.68,0,0,2,"A lightweight, open-topped horse-drawn carriage."
ridership,2.68,1,1,2,The people who ride a form of transportation.
ldp,2.68,0,0,1,Abbreviation of lordship/ladyship.
extender,2.68,0,0,6,One who extends.
supersede,2.68,0,0,1,An updated newsgroup post that supersedes an earlier version.
sich,2.68,0,0,1,An administrative and military centre for the Zaporozhian and Danube Cossacks.
backflip,2.68,0,0,2,An act of rotating one's body 360 degrees in the backward direction.
truckload,2.68,0,0,2,The contents of a full truck or lorry.
kirin,2.68,0,0,1,Synonym of qilin; typically used in Japanese contexts.
warmup,2.68,0,0,1,Alternative spelling of warm-up.
eek,2.68,0,0,2,"A high-pitched squeal, as in fear or trepidation."
goalkeeping,2.68,0,1,1,The art of a goalkeeper.
goaltending,2.68,0,1,2,"A violation which occurs when a player interferes with the movement of the ball that is on its downward path toward the basket or on or within the rim of the basket, or after the ball touched the back"
sark,2.68,0,0,2,"A garment worn against the torso, inclusive of shirts, tunics, undershirts, nightshirts, surplices."
pina,2.68,0,0,1,Alternative form of piña.
airtel,2.68,0,0,1,"A form of communication formerly used within the FBI, indicating a letter that had to be typed and mailed on the same day."
abortive,2.67,0,0,4,Someone or something born or brought forth prematurely; an abortion.
podcasting,2.67,0,1,1,"The distribution of multimedia files over the Internet for playback on a mobile device, often in MP3 format."
daffy,2.67,0,1,2,A daffodil.
bonne,2.67,0,0,1,A French nursemaid.
alm,2.67,0,0,1,Something given to the poor as charity: a singular gift of alms.
lun,2.67,0,0,1,Alternative form of lown.
maidan,2.67,0,0,3,A marketplace or other open space in or by a city or town; an esplanade.
chesney,2.67,0,0,1,An indentation in the slate of a table that affects the path of a ball travelling over it
pullin,2.67,0,0,1,poultry
mair,2.67,0,0,1,One of various former royal officials in the Kingdom of Scotland.
spina,2.67,0,0,3,A spine; the backbone.
videography,2.67,1,1,3,"The art and technology of producing moving (video) images on photosensitive surfaces, and its digital counterpart."
lichfield,2.67,0,0,1,Synonym of burial ground.
tora,2.67,0,0,1,Synonym of tora hartebeest.
tonto,2.67,0,1,2,Synonym of idiot: someone who is foolish or stupid.
divestment,2.67,0,1,1,The sale or other disposal of some kind of asset.
tuan,2.67,0,0,2,"A brush-tailed phascogale (Phascogale tapoatafa), endemic to Australia."
ppt,2.67,0,0,2,Initialism of parts per trillion.
masa,2.67,0,1,2,"A strong form of paper, smooth on one side and lightly textured on the other, used for drawing and painting."
benthic,2.67,0,0,1,Any organism that lives on the seafloor.
rulebook,2.67,0,0,1,A book containing a set of rules.
codec,2.67,0,0,2,A device or program capable of performing transformations on a data stream or signal.
recyclable,2.67,0,0,1,"An object that can be recycled, such as a soda can."
rereading,2.67,0,0,1,A second or subsequent reading.
oceanside,2.67,0,0,1,The area by and around the ocean.
tilbury,2.66,0,0,2,A small open two-wheeled carriage.
pima,2.66,0,1,1,A soft form of cotton having long fibres (Gossypium barbadense)
materia,2.66,0,1,1,"The physical substances which create the natural world: matter, materials, substance, etc."
laundromat,2.66,0,0,2,"A self-service laundry facility with (traditionally) coin-operated (which now may use other per-load payment methods) washing machines, dryers, and sometimes ironing or pressing machines, open to the "
riddler,2.66,0,0,2,One who asks riddles; a puzzler.
cuck,2.66,0,0,3,A cuckold or cuckquean.
lolo,2.66,0,0,1,a grandfather
salivary,2.66,0,0,1,A salivary gland.
equivalency,2.66,1,1,2,An equivalent thing.
seafloor,2.66,0,0,1,Synonym of seabed.
shriver,2.66,0,0,1,A person who shrives; a confessor
dodgeball,2.66,1,1,2,A team sport whose main objective is to dodge or catch balls thrown by the opposition.
millicent,2.66,0,0,1,One thousandth of a cent (used in securities trading).
otaku,2.66,0,0,1,"One with an obsessive interest in something, particularly (originally derogatory) an obsessive Japanese fan of anime or manga."
mignon,2.66,0,0,2,A cute or pretty person; a dandy; a pretty child.
rar,2.66,0,0,1,Alternative letter-case form of RAR.
speedster,2.66,0,0,4,One who is noted for being very fast.
superstore,2.66,0,0,2,An extremely large store; a hypermarket.
exceptionalism,2.66,1,1,3,"The state of being special, exceptional or unique."
nighter,2.66,0,0,1,Someone or something who does something for a certain number of nights
tutti,2.66,0,0,1,A passage in which all members of an orchestra are playing
rit,2.66,0,0,1,"A scratch, a score or a groove."
ripon,2.66,0,0,1,A spur (goad for a horse etc.).
fico,2.66,0,0,2,a fig; an insignificant trifle
feu,2.66,0,0,1,Land held in feudal tenure.
capa,2.66,1,1,2,A Spanish cloak.
parkin,2.66,1,1,2,"A traditional soft cake of Northern England, usually made with oatmeal and treacle."
pathophysiology,2.66,1,1,1,The physiological processes associated with disease or injury.
mosh,2.66,0,0,1,The moshing style of dancing.
unreachable,2.66,0,0,1,A person or thing that cannot be reached.
biotic,2.66,0,0,2,"A nutritional substance that improves the health of gastrointestinal microorganisms, especially one that occurs naturally."
caregiving,2.66,0,1,2,"The provision of care such as assistance with activities of daily living (e.g., feeding, bathing, dressing, transportation, household administration), usually by someone who is not a health care profe"
wald,2.66,1,1,3,Power; strength.
verdun,2.66,0,0,1,A 16th-century form of rapier.
veganism,2.66,0,1,2,A way of life which strictly avoids animal products and services involving the use of living animals.
upswing,2.66,0,0,2,An upward swing.
paracetamol,2.66,1,1,1,"A synthetic compound used as a drug to relieve and reduce fever, usually taken in tablet form."
intercity,2.66,0,0,1,"Something that runs between cities, such as a railroad."
ectopic,2.66,0,0,2,Ectopic beat.
redline,2.66,0,0,2,"A drawing, document, etc. that has been marked for correction or modification."
airsoft,2.66,0,1,1,A modern combat sport in which participants eliminate their opponents by hitting them with spherical non-metallic pellets launched from a type of air gun running compressed air or similar compressed g
nak,2.65,0,0,1,A female yak.
gilda,2.65,0,0,1,"A Spanish snack consisting of olives and chili pepper served on a small stick (like a toothpick), often with anchovy."
padma,2.65,0,0,1,lotus blossom
corr,2.65,0,0,1,A fight.
steelhead,2.65,0,0,2,"The anadromous form of the rainbow trout, Oncorhynchus mykiss."
nanoscale,2.65,0,0,2,A measuring tool with gradations in nanometers.
devel,2.65,0,0,1,Alternative spelling of devvel (a hard blow)
stuntman,2.65,0,0,1,"In films, someone who performs stunts that are deemed too dangerous or physically difficult for the main actors to attempt."
pyro,2.65,1,1,5,A pyromaniac.
rotator,2.65,0,0,4,One who or that which rotates.
ultralight,2.65,0,0,1,An aircraft that weighs very little.
blogosphere,2.65,0,0,1,"The totality of blogs, especially the unique jargon, cultures and shared interests created by their interconnection."
americano,2.65,1,1,2,A drink made of espresso coffee diluted with hot water.
morin,2.65,0,1,1,"A yellow flavonoid, extracted from fustic, once used to dye wool"
riva,2.65,0,0,1,A rift or cleft.
dob,2.65,0,0,2,"A small amount of something, especially paste."
tuk,2.65,0,1,1,"A Barbadian musical style, based on British regimental music of the colonial era, but accompanied by costumed performances based on African characters."
