variant,canonical,verdict,variant_verdict,canonical_verdict,note,dist,plural_side,v_zipf,c_zipf,v_pos,c_pos,v_wikt,c_wikt,v_corpus,c_corpus,v_gloss,c_gloss
clangor,clangour,reverse,,,,1,,1.19,1.22,,,noun:1;verb:1,noun:1;verb:1,,,"Canada, US standard spelling of clangour.","A loud, repeating clanging sound; a loud racket; a din."
arccos,arccosine,unrelated,,,,3,,1.19,0.0,,,noun:1,noun:1,,,Abbreviation of arccosine.,Any of several single-valued or multivalued functions that are inverse
shivah,shiva,variant,,,,1,,1.18,3.33,,,noun:1,noun:1,,,Alternative spelling of shiva.,A weeklong period of formal mourning for a close relative.
callisthenics,calisthenics,variant,,,,1,,1.18,2.38,,,noun:1,noun:2,,NOUN:4,Alternative spelling of calisthenics.,Physical exercises with the participation of a multitude of muscles an
leucocyte,leukocyte,variant,,,,1,,1.18,2.29,,,noun:1,noun:1,,,Alternative spelling of leukocyte.,Any of a class of blood cells that play various roles in cell-mediated
spik,spic,variant,,,,1,,1.18,2.14,,,noun:1,noun:2,,ADJ:1,Alternative spelling of spic.,"Synonym of Latino, an inhabitant of Latin America or person of Latin A"
claxon,klaxon,variant,,,,1,,1.18,2.08,,,noun:1;verb:1,noun:1;verb:1,,NOUN:1,Alternative spelling of klaxon.,"A loud electric alarm or horn, especially as used in automobiles in th"
melioration,amelioration,variant,,,,1,,1.18,2.06,,,noun:1,noun:4,NOUN:1,,Archaic form of amelioration.,The act of making better.
loadstar,lodestar,variant,,,,2,,1.18,2.0,,,noun:1,noun:3,,,Misspelling of lodestar.,"A star used as a navigation reference, particularly a pole star such a"
pouffe,pouf,variant,,,,2,,1.18,1.88,,,noun:1;verb:1,noun:9;intj:1;verb:1,,,Alternative form of pouf.,A headdress for women popular in 18th century France.
bandoleer,bandolier,variant,,,,1,,1.18,1.75,,,noun:1,noun:1,,,Alternative form of bandolier.,"An ammunition belt, worn over the shoulder, having loops or pockets fo"
superstrate,superstratum,unrelated,,,,2,,1.18,0.0,,,noun:4;verb:1,noun:2,,,A layer or stratum adjacent and parallel to another.,A stratum that is on top of another
hasheesh,hashish,variant,,,,2,,1.17,2.62,,,noun:1,noun:3,,,Rare spelling of hashish.,The leaves and tender parts of the Indian hemp plant (which are intoxi
informercial,infomercial,variant,,,,1,,1.17,2.53,,,noun:1,noun:1,,,Alternative spelling of infomercial.,"A program-length television commercial, typically between thirty minut"
tranquillizer,tranquilizer,variant,,,,1,,1.17,2.33,,,noun:1,noun:3,,NOUN:1,Alternative spelling of tranquilizer.,That which tranquillizes or soothes.
pipet,pipette,variant,,,,2,,1.17,2.28,,,noun:1;verb:1,noun:1;verb:1,,,Alternative spelling of pipette.,"A small tube, often with an enlargement or bulb in the middle, and usu"
shoveller,shoveler,variant,,,,1,,1.17,1.7,,,noun:1,noun:2,,,Alternative spelling of shoveler.,"One who, or that which, shovels."
highflyer,highflier,variant,,,,1,,1.17,0.0,,,noun:1,noun:7,,,Alternative form of highflier.,A person who or a type of aircraft that flies at high elevations.
subtractor,subtracter,variant,,,,1,,1.17,0.0,,,noun:1,noun:1,,,Alternative spelling of subtracter.,"One who, or that which, subtracts"
tompion,tampion,variant,,,,1,,1.17,0.0,,,noun:1,noun:3,,,Alternative spelling of tampion.,"A wooden plug, or a metal or canvas cover, for the muzzle of a gun, ca"
vizor,visor,variant,,,,1,,1.16,2.98,,,noun:1,noun:4;verb:1,,,Archaic spelling of visor.,"A part of a helmet, arranged so as to lift or open, and so show the fa"
felafel,falafel,variant,,,,1,,1.16,2.64,,,noun:1,noun:3,,,Alternative spelling of falafel.,A Middle Eastern food in the form of balls made from chickpeas or broa
doyley,doily,variant,,,,2,,1.16,2.11,,,noun:1,noun:3,,,Alternative spelling of doily.,A small ornamental piece of lace or linen or paper used to protect a s
loadstone,lodestone,variant,,,,2,,1.16,1.98,,,noun:1,noun:3,,,Alternative form of lodestone.,The mineral magnetite.
autarchy,autarky,unrelated,,,,2,,1.16,1.83,,,noun:4,noun:3,,,A condition of absolute power.,A personal condition or state of self-reliance; independence.
paraesthesia,paresthesia,variant,,,,1,,1.16,1.75,,,noun:1,noun:1,,,Alternative spelling of paresthesia.,"A sensation of burning, prickling, itching, or tingling of the skin, w"
asafetida,asafoetida,reverse,,,,1,,1.16,1.62,,,noun:1,noun:1,,,Alternative spelling of asafoetida.,A resinous gum from the stem and roots of Ferula species such as Ferul
koppie,kopje,variant,,,,2,,1.16,1.52,,,noun:1,noun:1,,,Alternative form of kopje.,"A small hill or mound, especially on the African veld."
choky,chokey,variant,,,,1,,1.16,1.51,,,adj:1;noun:1,noun:2;adj:1,,,Alternative form of chokey.,Prison.
arcsin,arcsine,unrelated,,,,1,,1.16,1.07,,,noun:1,noun:1,,,Abbreviation of arcsine.,Any of several single-valued or multivalued functions that are inverse
haemolysis,hemolysis,variant,,,,1,,1.15,2.04,,,noun:1,noun:1,,,Alternative spelling of hemolysis.,"The destruction of red blood cells, and subsequent release of hemoglob"
berretta,biretta,variant,,,,2,,1.15,1.38,,,noun:1,noun:1,,,Archaic form of biretta.,"A square cap, originally with four ridges across the top, surmounted b"
philtre,philter,variant,,,,2,,1.15,1.18,,,noun:1;verb:1,verb:2;noun:1,,,Alternative spelling of philter (“kind of potion”).,"A kind of potion, charm, or drug; especially a love potion intended to"
buret,burette,variant,,,,2,,1.15,1.16,,,noun:1,noun:2,,,Alternative spelling of burette.,"A glass tube with fine gradations and a stopcock at the bottom, used i"
syneresis,synaeresis,reverse,,,,1,,1.15,0.0,,,noun:1,noun:2,,,Alternative spelling of synaeresis.,The contraction of two vowels into a diphthong or a long vowel.
merlon,merlin,unrelated,,,,1,,1.14,3.42,,,noun:2,noun:2,,,"Any of the upright projections between the embrasures of a battlement,","A small falcon, Falco columbarius, that breeds in northern North Ameri"
hiccough,hiccup,variant,,,,3,,1.14,2.91,,,noun:1;verb:1,noun:4;verb:3,,,Dated spelling of hiccup.,"A spasm of the diaphragm, or the resulting sound."
quantisation,quantization,variant,,,,1,,1.14,2.54,,,noun:1,noun:2,,,Alternative spelling of quantization.,The process of approximating a continuous signal by a set of discrete 
cive,chive,variant,,,,1,,1.14,2.21,,,noun:1,noun:8;verb:2,,NOUN:1,Obsolete form of chive (“the herb”).,"A perennial plant, Allium schoenoprasum, related to the onion."
twirp,twerp,variant,,,,1,,1.14,2.11,,,intj:1;noun:1,noun:3,,,Alternative spelling of twerp.,"A fool, a twit."
fascicule,fascicle,unrelated,,,,1,,1.14,1.86,,,noun:3,noun:5,,,"An installment of a printed work, a fascicle.",A bundle or cluster.
obligato,obbligato,variant,,,,1,,1.14,1.63,,,noun:1,noun:1,,,Alternative spelling of obbligato.,"An obbligato section; a prominent countermelody, often written to be p"
turnround,turnaround,variant,,,,1,,1.13,3.4,,,noun:1,noun:12,,NOUN:10,Alternative form of turnaround.,The act of turning to face in the other direction.
kismat,kismet,variant,,,,1,,1.13,2.32,,,noun:1,noun:1,,,Alternative spelling of kismet.,Fate; a predetermined or unavoidable destiny.
motorisation,motorization,variant,,,,1,,1.13,1.64,,,noun:1,noun:1,,,Alternative spelling of motorization.,The act of motorizing something.
czardas,csardas,variant,,,,1,,1.13,0.0,,,noun:1,noun:2,,,Alternative spelling of csardas.,An intricate Hungarian folk dance characterized by variations in tempo
centile,percentile,unrelated,,,,3,,1.12,3.09,,,noun:1,noun:2,,,Clipping of percentile.,Any of the ninety-nine points that divide an ordered distribution into
scarabaeus,scarab,variant,,,,4,,1.12,2.78,,,noun:1,noun:4,,,Obsolete form of scarab.,"A beetle of the species Scarabaeus sacer, sacred to the ancient Egypti"
gaberdine,gabardine,variant,,,,1,,1.12,1.82,,,noun:2,noun:4,,NOUN:1,Alternative form of gabardine (“long cloak”).,A type of woolen cloth with a diagonal ribbed texture on one side.
hudood,hudud,variant,,,,2,,1.12,1.7,,,noun:1,noun:1,,,Alternative form of hudud.,"The statutory punishments prescribed by the Quran for certain crimes, "
hejira,hegira,variant,,,,1,,1.12,1.32,,,noun:1,noun:1,,,Alternative form of hegira.,A journey taken to escape from danger; an exodus.
plowboy,ploughboy,variant,,,,3,,1.12,1.1,,,noun:1,noun:1,,,Alternative spelling of ploughboy.,A boy who directed the draught animals that pulled a plough; a boy who
oxyhemoglobin,oxyhaemoglobin,reverse,,,,1,,1.12,0.0,,,noun:1,noun:1,,,Alternative form of oxyhaemoglobin.,"The form of haemoglobin, loosely combined with oxygen, present in arte"
chantey,shanty,variant,,,,2,,1.11,2.75,,,noun:1,noun:4;adj:2;verb:1,NOUN:2,NOUN:3,Alternative form of shanty (sailor's song).,A roughly-built hut or cabin.
sumach,sumac,variant,,,,1,,1.11,2.34,,,noun:1;verb:1,noun:5;verb:1,,NOUN:1,Alternative spelling of sumac.,Any of various shrubs or small trees of the genus Rhus and certain oth
haematocrit,hematocrit,variant,,,,1,,1.11,1.95,,,noun:1,noun:2,,,Alternative spelling of hematocrit.,The percentage (by volume) of packed red blood cells in a centrifuged 
curet,curette,variant,,,,2,,1.11,1.44,,,noun:1,noun:1;verb:1,,,Alternative spelling of curette.,"A hand-held surgical instrument, often with a scoop or hook at its tip"
solemnisation,solemnization,variant,,,,1,,1.11,1.43,,,noun:1,noun:1,,,Alternative form of solemnization.,"The performance of a ceremony (in an appropriate and solemn manner), s"
shivaree,charivari,variant,,,,4,,1.11,1.4,,,noun:1;verb:1,noun:2,,,Alternative form of charivari.,The noisy banging of pots and pans as a mock serenade to a newly marri
garotte,garrotte,variant,,,,1,,1.11,1.33,,,noun:1;verb:1,noun:1;verb:1,,,Alternative spelling of garrotte.,Alternative spelling of garrote.
revery,reverie,variant,,,,2,,1.1,2.62,,,noun:1,noun:3;verb:1,NOUN:1,NOUN:1,Dated form of reverie.,A state of dreaming while awake; a loose or irregular train of thought
shwa,schwa,variant,,,,1,,1.1,1.86,,,noun:1,noun:3;verb:1,,,Alternative form of schwa.,"An indeterminate central vowel sound as the ""a"" in ""about"", represente"
decimalization,decimalisation,reverse,,,,1,,1.1,1.36,,,noun:1,noun:2,,,Alternative spelling of decimalisation.,Conversion to a decimal system.
ribband,ribbon,unrelated,,,,2,,1.09,3.81,,,noun:2,noun:16;verb:2,,NOUN:12,"A long, narrow strip of timber bent and bolted longitudinally to the r","A long, narrow strip of material used for decoration of clothing or th"
plyers,pliers,unrelated,,,,1,,1.09,2.9,,,noun:2,noun:2,,NOUN:1,plural of plyer,A pincer-like gripping tool that multiplies the strength of the user's
digitiser,digitizer,variant,,,,1,,1.09,2.29,,,noun:1,noun:1,,,Alternative spelling of digitizer.,A device that digitizes.
shlock,schlock,variant,,,,1,,1.09,2.15,,,noun:1,noun:1,,,Alternative form of schlock.,"Any commodity that is shoddy or inferior; now, usually, writing or aud"
nooky,nookie,variant,,,,2,,1.09,2.03,,,adj:1;noun:1,noun:3,,,Alternative spelling of nookie.,"Sex or other sexual activity, especially if illicit."
sheika,sheikha,variant,,,,1,,1.09,1.82,,,noun:1,noun:1,,,Alternative form of sheikha.,A female sheikh.
lavaliere,lavalier,unrelated,,,,1,,1.09,1.47,,,noun:2;adj:1,noun:2,,,A pussy bow.,"An item of jewellery consisting of a pendant, sometimes with one stone"
oestradiol,estradiol,variant,,,,1,,1.08,2.73,,,noun:1,noun:1,,,British standard spelling of estradiol.,"A natural estrogenic hormone that is a phenolic alcohol estra-1,3,5-tr"
iglu,igloo,variant,,,,2,,1.08,2.64,,,noun:1,noun:4,,,Archaic form of igloo.,"A dome-shaped Inuit shelter, constructed of blocks cut from snow."
filagree,filigree,variant,,,,1,,1.08,2.56,,,noun:1;verb:1,noun:2;verb:1,NOUN:1,NOUN:1,Alternative form of filigree.,"A delicate and intricate ornamentation made from platinum, gold or sil"
miaou,miaow,variant,,,,1,,1.08,1.83,,,noun:1;verb:1,noun:1;verb:1,,,Alternative spelling of miaow.,UK spelling of meow.
bullrush,bulrush,variant,,,,1,,1.08,1.65,,,noun:2;verb:1,noun:4,,,Alternative spelling of bulrush.,A plant referred to in the story of Moses as growing along the banks o
graybeard,greybeard,variant,,,,1,,1.08,1.52,,,noun:1,noun:4,NOUN:1,,Alternative spelling of greybeard.,An old man.
palaeobotany,paleobotany,variant,,,,1,,1.08,1.48,,,noun:1,noun:1,,,Alternative spelling of paleobotany.,The branch of paleontology that deals with the study of plant fossils.
diffusor,diffuser,variant,,,,1,,1.07,2.78,,,noun:1,noun:8;adj:1,,,Alternative form of diffuser.,Any person or thing that diffuses.
pretor,praetor,reverse,,,,1,,1.07,2.32,,,noun:1,noun:4,,,Alternative spelling of praetor.,The title designating a Roman administrative official whose role chang
depolarisation,depolarization,variant,,,,1,,1.07,2.21,,,noun:1,noun:2,,,Alternative spelling of depolarization.,"The act of reducing polarity, or the result of such action; reduction "
amebiasis,amoebiasis,reverse,,,,1,,1.07,1.16,,,noun:1,noun:3,,,Alternative spelling of amoebiasis.,Disease associated with the presence of amoebas.
vacuolization,vacuolation,variant,,,,2,,1.07,1.09,,,noun:1,noun:1,NOUN:2,,Alternative form of vacuolation.,The formation of vacuoles in a cellular tissue.
hectoliter,hectolitre,reverse,,,,2,,1.07,1.01,,,noun:1,noun:1,,,Alternative spelling of hectolitre.,A unit of volume or capacity equivalent to 100 litres. Symbol: hL
sepulture,sepulchre,unrelated,,,,2,,1.06,2.68,,,noun:2;verb:1,noun:2;verb:1,,,"The act of sepulchring, committing the remains of a deceased person to",A burial chamber.
katharsis,catharsis,variant,,,,1,,1.06,2.67,,,noun:1,noun:5,,NOUN:5,Archaic spelling of catharsis.,A release of emotional tension after an overwhelming vicarious experie
kelter,kilter,variant,,,,1,,1.06,2.48,,,noun:3,noun:2,,,"Archaic form of kilter (“(good) condition, form, or order; fettle”).","Chiefly in out of kilter: (good) condition, form, or order; fettle."
stigmatism,astigmatism,unrelated,,,,1,,1.06,2.45,,,noun:5,noun:2,,,Image-formation property of an optical system which focuses a single p,A defect of a lens such that light rays coming from a point do not mee
civies,civvies,unrelated,,,,1,,1.06,1.91,,,noun:2,noun:3,,,plural of civie,plural of civvy
externalisation,externalization,variant,,,,1,,1.06,1.66,,,noun:1,noun:3,,NOUN:1,Alternative spelling of externalization.,"The process of making something external, or visible from the outside."
theatregoer,theatergoer,variant,,,,2,,1.06,0.0,,,noun:1,noun:1,NOUN:1,NOUN:1,Alternative spelling of theatergoer.,One who attends a performance at a theater.
romanticisation,romanticization,variant,,,,1,,1.05,1.41,,,noun:1,noun:2,,,Non-Oxford British English standard spelling of romanticization.,The act or process of romanticizing.
dyarchy,diarchy,variant,,,,1,,1.05,1.04,,,noun:1,noun:2,,,Alternative form of diarchy.,Rule by two people.
lagune,lagoon,variant,,,,3,,1.04,3.43,,,noun:1,noun:1,,NOUN:15,Dated spelling of lagoon.,A shallow body of water separated from deeper sea by a bar.
banian,banyan,variant,,,,1,,1.04,2.57,,,noun:1,noun:6,,,Archaic spelling of banyan.,"An Indian trader, merchant, cashier, or money changer."
travelog,travelogue,reverse,,,,2,,1.04,2.46,,,noun:1,noun:1,,NOUN:2,US standard spelling of travelogue.,"A description of someone's travels, given in the form of narrative, pu"
haemoptysis,hemoptysis,variant,,,,1,,1.04,1.61,,,noun:1,noun:1,,,Alternative spelling of hemoptysis.,expectoration (coughing up) of blood from the respiratory system
lazarette,lazaret,variant,,,,2,,1.04,1.04,,,noun:1,noun:3,,,Obsolete spelling of lazaret.,Synonym of lazaretto.
thyroxin,thyroxine,variant,,,,1,,1.03,2.04,,,noun:1,noun:1,,NOUN:8,Alternative spelling of thyroxine.,"A thyroid hormone, with the chemical formula C₁₅H₁₁I₄NO₄, that regulat"
hypercalcaemia,hypercalcemia,variant,,,,1,,1.03,1.81,,,noun:1,noun:1,,,Alternative spelling of hypercalcemia.,The presence of an unusually high concentration of calcium in the bloo
tramontane,tramontana,unrelated,,,,1,,1.03,1.24,,,adj:2;noun:2,noun:1,,,One living beyond the mountains; a foreigner; a stranger.,"A dry, cold north wind in Italy and adjacent Mediterranean areas."
kumis,koumiss,variant,,,,2,,1.03,0.0,,,noun:1,noun:1,,,Alternative spelling of koumiss.,"A fermented drink made from mare's milk, common among peoples of the C"
muzhik,mujik,variant,,,,2,,1.03,0.0,,,noun:1,noun:1,,,Alternative spelling of mujik.,A Russian (male) peasant.
sheikhdom,sheikdom,variant,,,,1,,1.03,0.0,,,noun:1,noun:1,,,Alternative spelling of sheikdom.,The domain ruled by a sheik.
barytone,baritone,unrelated,,,,1,,1.02,2.98,,,adj:3;noun:3,noun:5,,NOUN:5,A word that is not accented on the ultimate syllable.,The male voice between tenor and bass.
fatwah,fatwa,variant,,,,1,,1.02,2.7,,,noun:1;verb:1,noun:4;verb:1,,,Alternative spelling of fatwa.,"A formal legal decree, opinion, or ruling issued by a mufti or other I"
preterit,preterite,variant,,,,1,,1.02,1.94,,,adj:1;noun:1,adj:2;noun:1,,,Alternative form of preterite.,A grammatical tense or verb form serving to denote events that took pl
discant,descant,variant,,,,1,,1.02,1.76,,,noun:1;verb:1,noun:2;verb:2,,,Alternative form of descant.,A lengthy discourse on a subject.
mandril,mandrel,variant,,,,1,,1.01,2.22,,,noun:1;verb:1,noun:2;verb:1,,NOUN:1,Alternative spelling of mandrel.,"A round object used as an aid for shaping a material, e.g. shaping or "
ascendence,ascendance,variant,,,,1,,1.01,2.16,,,noun:1,noun:1,,,Alternative form of ascendance.,"Ascendancy, superiority; the act of ascending."
