word,n,noun,propn,adj,verb,adv,other,dominant,noun_share,n_low,noun_low,propn_low
acidic,3,0,0,3,0,0,0,ADJ,0.000,3,0,0
acidification,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
acidity,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
acids,11,11,0,0,0,0,0,NOUN,1.000,11,11,0
acidulous,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
ack,2,1,0,0,0,0,1,NOUN,0.500,1,1,0
ackerly,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
ackerman,11,0,11,0,0,0,0,PROPN,0.000,0,0,0
ackermann,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
ackles,3,0,3,0,0,0,0,PROPN,0.000,0,0,0
acknowledge,38,0,0,0,38,0,0,VERB,0.000,38,0,0
acknowledged,29,0,0,0,29,0,0,VERB,0.000,29,0,0
acknowledgement,4,4,0,0,0,0,0,NOUN,1.000,4,4,0
acknowledgements,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
acknowledges,13,0,0,0,13,0,0,VERB,0.000,13,0,0
acknowledging,6,0,0,0,6,0,0,VERB,0.000,6,0,0
acknowledgment,4,4,0,0,0,0,0,NOUN,1.000,4,4,0
acknowledgments,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
aclu,5,0,5,0,0,0,0,PROPN,0.000,0,0,0
acne,5,5,0,0,0,0,0,NOUN,1.000,5,5,0
acolyte,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
acolytes,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
acom,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
aconte,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
acorn,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
acorns,1,1,0,0,0,0,0,NOUN,1.000,0,0,0
acourse,1,0,0,0,0,1,0,ADV,0.000,0,0,0
acoustic,3,0,0,3,0,0,0,ADJ,0.000,3,0,0
acoustical,3,0,0,3,0,0,0,ADJ,0.000,2,0,0
acoustically,2,0,0,0,0,2,0,ADV,0.000,2,0,0
acoustics,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
acpeds,3,0,3,0,0,0,0,PROPN,0.000,0,0,0
acphillips,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
acquaint,3,0,0,0,3,0,0,VERB,0.000,3,0,0
acquaintance,13,12,1,0,0,0,0,NOUN,0.923,12,12,0
acquaintances,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
acquainted,13,0,0,1,12,0,0,VERB,0.000,13,0,0
acquiesce,4,0,0,0,4,0,0,VERB,0.000,4,0,0
acquiesced,2,0,0,0,2,0,0,VERB,0.000,2,0,0
acquiescence,5,5,0,0,0,0,0,NOUN,1.000,5,5,0
acquiesence,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
acquire,67,1,0,0,66,0,0,VERB,0.015,67,1,0
acquired,94,0,0,2,92,0,0,VERB,0.000,93,0,0
acquirer,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
acquirers,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
acquires,4,0,0,0,4,0,0,VERB,0.000,4,0,0
acquiring,33,0,0,0,33,0,0,VERB,0.000,31,0,0
acquisition,91,74,17,0,0,0,0,NOUN,0.813,74,74,0
acquisitions,22,22,0,0,0,0,0,NOUN,1.000,22,22,0
acquisitive,2,0,0,2,0,0,0,ADJ,0.000,2,0,0
acquisitiveness,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
acquistion,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
acquit,2,0,0,0,2,0,0,VERB,0.000,2,0,0
acquittal,9,9,0,0,0,0,0,NOUN,1.000,9,9,0
acquitted,7,0,0,0,7,0,0,VERB,0.000,7,0,0
acquittee,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
acr,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
acre,14,14,0,0,0,0,0,NOUN,1.000,14,14,0
acreage,11,11,0,0,0,0,0,NOUN,1.000,10,10,0
acres,75,64,11,0,0,0,0,NOUN,0.853,62,62,0
acrid,3,0,0,3,0,0,0,ADJ,0.000,3,0,0
acriflaven,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
acrimonious,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
acrimony,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
acrobacy,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
acrobat,4,1,3,0,0,0,0,PROPN,0.250,1,1,0
acrobatic,2,0,0,2,0,0,0,ADJ,0.000,2,0,0
acrobatics,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
acrobats,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
acronym,4,4,0,0,0,0,0,NOUN,1.000,4,4,0
acropolis,7,0,7,0,0,0,0,PROPN,0.000,0,0,0
acros,1,0,0,0,0,0,1,OTHER,0.000,1,0,0
across,550,0,0,0,0,16,534,OTHER,0.000,533,0,0
acrylic,16,11,2,3,0,0,0,NOUN,0.688,14,11,0
acrylics,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
acs,5,0,5,0,0,0,0,PROPN,0.000,0,0,0
act,558,290,117,0,151,0,0,NOUN,0.520,320,170,0
acted,43,0,0,0,43,0,0,VERB,0.000,43,0,0
acth,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
actin,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
acting,95,7,1,1,86,0,0,VERB,0.074,85,7,0
actinometer,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
actins,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
action,876,856,20,0,0,0,0,NOUN,0.977,505,505,0
actionable,3,0,1,2,0,0,0,ADJ,0.000,2,0,0
actions,172,170,2,0,0,0,0,NOUN,0.988,169,169,0
activate,5,0,0,0,5,0,0,VERB,0.000,5,0,0
activated,20,0,1,0,19,0,0,VERB,0.000,19,0,0
activates,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
activating,1,0,0,0,1,0,0,VERB,0.000,1,0,0
activation,20,20,0,0,0,0,0,NOUN,1.000,20,20,0
active,206,6,1,199,0,0,0,ADJ,0.029,199,6,0
actively,28,0,0,0,0,27,1,ADV,0.000,27,0,0
actives,8,8,0,0,0,0,0,NOUN,1.000,8,8,0
activism,5,4,1,0,0,0,0,NOUN,0.800,4,4,0
activist,8,7,1,0,0,0,0,NOUN,0.875,7,7,0
activists,19,19,0,0,0,0,0,NOUN,1.000,17,17,0
activities,256,254,2,0,0,0,0,NOUN,0.992,249,249,0
activity,257,257,0,0,0,0,0,NOUN,1.000,248,248,0
acton,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
actor,38,38,0,0,0,0,0,NOUN,1.000,36,36,0
actors,22,22,0,0,0,0,0,NOUN,1.000,22,22,0
actress,18,18,0,0,0,0,0,NOUN,1.000,13,13,0
actresses,5,5,0,0,0,0,0,NOUN,1.000,5,5,0
acts,88,64,0,0,24,0,0,NOUN,0.727,86,62,0
actu,3,0,3,0,0,0,0,PROPN,0.000,0,0,0
actual,190,0,0,189,0,1,0,ADJ,0.000,185,0,0
actualities,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
actuality,8,8,0,0,0,0,0,NOUN,1.000,8,8,0
actually,627,0,1,0,0,600,26,ADV,0.000,547,0,0
actualy,2,0,0,0,0,1,1,OTHER,0.000,2,0,0
actuarial,2,0,0,2,0,0,0,ADJ,0.000,2,0,0
actuarially,1,0,0,0,0,1,0,ADV,0.000,1,0,0
actuate,1,0,0,0,1,0,0,VERB,0.000,1,0,0
actuated,2,0,0,0,2,0,0,VERB,0.000,2,0,0
actully,1,0,0,0,0,1,0,ADV,0.000,1,0,0
acuity,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
acumen,2,1,1,0,0,0,0,NOUN,0.500,1,1,0
acupuncture,5,5,0,0,0,0,0,NOUN,1.000,3,3,0
acupuncturist,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
acute,37,0,0,37,0,0,0,ADJ,0.000,37,0,0
acutely,7,0,0,0,0,4,3,ADV,0.000,7,0,0
ad,102,88,6,0,1,0,7,NOUN,0.863,88,81,0
ada,18,1,17,0,0,0,0,PROPN,0.056,0,0,0
adage,5,5,0,0,0,0,0,NOUN,1.000,5,5,0
adagio,3,3,0,0,0,0,0,NOUN,1.000,2,2,0
adagios,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
adair,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
adam,65,0,65,0,0,0,0,PROPN,0.000,0,0,0
adamant,7,0,0,7,0,0,0,ADJ,0.000,7,0,0
adamantly,3,0,0,0,0,2,1,ADV,0.000,3,0,0
adame,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adamo,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adams,52,0,52,0,0,0,0,PROPN,0.000,1,0,1
adamski,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adamson,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adapt,9,0,0,0,9,0,0,VERB,0.000,9,0,0
adaptable,4,0,0,4,0,0,0,ADJ,0.000,4,0,0
adaptaplex,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adaptation,27,27,0,0,0,0,0,NOUN,1.000,26,26,0
adaptations,8,8,0,0,0,0,0,NOUN,1.000,7,7,0
adapted,27,0,0,0,27,0,0,VERB,0.000,26,0,0
adapter,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
adapters,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
adapting,5,1,0,0,4,0,0,VERB,0.200,5,1,0
adaptive,2,0,0,2,0,0,0,ADJ,0.000,2,0,0
adapts,2,1,0,0,1,0,0,NOUN,0.500,2,1,0
adc,8,8,0,0,0,0,0,NOUN,1.000,0,0,0
adcock,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
add,252,1,2,0,249,0,0,VERB,0.004,226,1,0
addabbo,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
added,422,0,0,6,416,0,0,VERB,0.000,419,0,0
addendum,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
adders,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
addict,4,4,0,0,0,0,0,NOUN,1.000,3,3,0
addicted,12,0,0,8,4,0,0,ADJ,0.000,12,0,0
addicting,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
addiction,25,24,1,0,0,0,0,NOUN,0.960,24,24,0
addictions,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
addictive,3,0,0,3,0,0,0,ADJ,0.000,3,0,0
addicts,6,6,0,0,0,0,0,NOUN,1.000,6,6,0
adding,97,1,0,0,96,0,0,VERB,0.010,89,1,0
addington,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
addison,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
addiss,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
addition,369,368,1,0,0,0,0,NOUN,0.997,367,367,0
additional,319,0,0,319,0,0,0,ADJ,0.000,292,0,0
additionally,25,0,0,0,0,25,0,ADV,0.000,3,0,0
additions,17,17,0,0,0,0,0,NOUN,1.000,17,17,0
additive,4,4,0,0,0,0,0,NOUN,1.000,3,3,0
additives,4,4,0,0,0,0,0,NOUN,1.000,4,4,0
addo,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
address,261,147,30,0,84,0,0,NOUN,0.563,225,140,2
addressed,58,0,0,0,58,0,0,VERB,0.000,58,0,0
addressee,4,4,0,0,0,0,0,NOUN,1.000,4,4,0
addressees,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
addresses,46,36,0,0,10,0,0,NOUN,0.783,46,36,0
addressing,37,0,0,0,37,0,0,VERB,0.000,34,0,0
adds,84,0,0,0,83,0,1,VERB,0.000,78,0,0
adduce,1,0,0,0,1,0,0,VERB,0.000,1,0,0
adduced,1,0,0,0,1,0,0,VERB,0.000,1,0,0
adduser,3,0,0,0,3,0,0,VERB,0.000,3,0,0
addy,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
ade,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adelaide,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
adele,4,0,4,0,0,0,0,PROPN,0.000,0,0,0
adelia,6,0,6,0,0,0,0,PROPN,0.000,0,0,0
adelle,11,0,11,0,0,0,0,PROPN,0.000,0,0,0
adelos,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adelphi,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adenauer,4,0,4,0,0,0,0,PROPN,0.000,0,0,0
adenium,1,0,0,0,0,0,1,OTHER,0.000,1,0,0
adenomas,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
adenosylmethionine,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
adenylyl,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
adept,6,0,0,6,0,0,0,ADJ,0.000,6,0,0
adequacy,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
adequate,95,0,0,95,0,0,0,ADJ,0.000,94,0,0
adequately,29,0,0,0,0,27,2,ADV,0.000,29,0,0
aderholds,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adhamiya,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adhd,1,1,0,0,0,0,0,NOUN,1.000,0,0,0
adhear,1,0,0,0,1,0,0,VERB,0.000,1,0,0
adherance,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
adhere,6,0,0,0,6,0,0,VERB,0.000,6,0,0
adhered,6,0,0,0,6,0,0,VERB,0.000,6,0,0
adherence,9,9,0,0,0,0,0,NOUN,1.000,8,8,0
adherent,3,2,0,1,0,0,0,NOUN,0.667,3,2,0
adherents,6,6,0,0,0,0,0,NOUN,1.000,6,6,0
adheres,2,0,0,0,2,0,0,VERB,0.000,2,0,0
adhering,6,0,0,0,6,0,0,VERB,0.000,6,0,0
adhesion,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
adhesive,6,4,0,2,0,0,0,NOUN,0.667,6,4,0
adhesives,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
adidas,3,0,3,0,0,0,0,PROPN,0.000,0,0,0
adieu,1,0,0,0,0,0,1,OTHER,0.000,1,0,0
adios,7,0,5,0,0,0,2,PROPN,0.000,0,0,0
adipic,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
adipiscing,1,0,0,0,1,0,0,VERB,0.000,1,0,0
adirondack,3,0,3,0,0,0,0,PROPN,0.000,0,0,0
adirondacks,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
aditya,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adj,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
adjacent,27,0,3,24,0,0,0,ADJ,0.000,24,0,0
adjectival,3,0,0,3,0,0,0,ADJ,0.000,3,0,0
adjective,4,4,0,0,0,0,0,NOUN,1.000,4,4,0
adjectives,7,7,0,0,0,0,0,NOUN,1.000,7,7,0
adjoined,2,0,0,0,2,0,0,VERB,0.000,2,0,0
adjoining,18,0,0,4,14,0,0,VERB,0.000,17,0,0
adjoins,2,0,0,0,2,0,0,VERB,0.000,2,0,0
adjourned,3,0,0,0,3,0,0,VERB,0.000,3,0,0
adjourning,1,0,0,0,1,0,0,VERB,0.000,1,0,0
adjournment,4,4,0,0,0,0,0,NOUN,1.000,4,4,0
adjourns,1,0,0,0,1,0,0,VERB,0.000,1,0,0
adjudged,1,0,0,0,1,0,0,VERB,0.000,1,0,0
adjudging,1,0,0,0,1,0,0,VERB,0.000,1,0,0
adjudicate,2,1,0,0,1,0,0,NOUN,0.500,2,1,0
adjudicated,2,0,0,0,2,0,0,VERB,0.000,2,0,0
adjudication,5,5,0,0,0,0,0,NOUN,1.000,5,5,0
adjudicator,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
adjudicators,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
adjunct,7,7,0,0,0,0,0,NOUN,1.000,7,7,0
adjuncts,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
adjust,42,0,0,0,42,0,0,VERB,0.000,42,0,0
adjustable,10,0,0,10,0,0,0,ADJ,0.000,10,0,0
adjusted,76,0,1,2,73,0,0,VERB,0.000,65,0,0
adjusters,9,9,0,0,0,0,0,NOUN,1.000,9,9,0
adjusting,23,0,0,0,23,0,0,VERB,0.000,22,0,0
adjustment,66,63,3,0,0,0,0,NOUN,0.955,60,60,0
adjustments,38,38,0,0,0,0,0,NOUN,1.000,38,38,0
adjusts,7,0,0,0,7,0,0,VERB,0.000,7,0,0
adjutant,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
adlai,8,0,8,0,0,0,0,PROPN,0.000,0,0,0
adler,6,0,6,0,0,0,0,PROPN,0.000,1,0,1
admassy,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
admd,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
admidst,1,0,0,0,0,0,1,OTHER,0.000,1,0,0
admin,8,3,3,2,0,0,0,NOUN,0.375,3,2,0
administartion,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
administer,9,0,0,0,9,0,0,VERB,0.000,9,0,0
administered,24,0,0,0,24,0,0,VERB,0.000,24,0,0
administering,5,0,0,0,5,0,0,VERB,0.000,5,0,0
administers,1,0,0,0,1,0,0,VERB,0.000,1,0,0
administrated,1,0,0,0,1,0,0,VERB,0.000,1,0,0
administration,439,372,67,0,0,0,0,NOUN,0.847,309,309,0
administrations,6,6,0,0,0,0,0,NOUN,1.000,6,6,0
administrative,97,0,3,94,0,0,0,ADJ,0.000,84,0,0
administratively,2,0,0,0,0,2,0,ADV,0.000,2,0,0
administrator,54,33,21,0,0,0,0,NOUN,0.611,28,28,0
administrators,8,7,1,0,0,0,0,NOUN,0.875,7,7,0
admins,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
adminstration,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
admirable,12,0,1,11,0,0,0,ADJ,0.000,11,0,0
admirably,7,0,0,0,0,6,1,ADV,0.000,6,0,0
admiral,2,1,1,0,0,0,0,NOUN,0.500,1,1,0
admirals,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
admiralty,2,1,1,0,0,0,0,NOUN,0.500,0,0,0
admiration,13,13,0,0,0,0,0,NOUN,1.000,13,13,0
admire,19,6,0,0,13,0,0,VERB,0.316,19,6,0
admired,23,0,0,0,23,0,0,VERB,0.000,23,0,0
admirer,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
admirers,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
admires,2,0,0,0,2,0,0,VERB,0.000,2,0,0
admiring,7,0,1,0,6,0,0,VERB,0.000,6,0,0
admiringly,1,0,0,0,0,1,0,ADV,0.000,1,0,0
admissible,10,0,0,10,0,0,0,ADJ,0.000,10,0,0
admission,66,65,1,0,0,0,0,NOUN,0.985,64,64,0
admissions,32,32,0,0,0,0,0,NOUN,1.000,25,25,0
admit,66,0,0,0,66,0,0,VERB,0.000,66,0,0
admits,16,0,1,0,15,0,0,VERB,0.000,15,0,0
admittance,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
admitted,84,0,0,0,84,0,0,VERB,0.000,84,0,0
admittedly,6,0,0,0,0,6,0,ADV,0.000,6,0,0
admitting,18,0,0,0,18,0,0,VERB,0.000,17,0,0
admixed,1,0,0,0,1,0,0,VERB,0.000,1,0,0
admonish,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
admonished,7,0,0,4,3,0,0,ADJ,0.000,7,0,0
admonishes,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
admonishing,1,0,0,0,1,0,0,VERB,0.000,1,0,0
admonishments,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
admonition,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
admonitions,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
adn,6,1,3,0,0,0,2,PROPN,0.167,3,1,0
adnan,5,0,4,0,0,0,1,PROPN,0.000,0,0,0
ado,5,4,1,0,0,0,0,NOUN,0.800,0,0,0
adobe,27,3,24,0,0,0,0,PROPN,0.111,3,3,0
adobo,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
adolescence,20,19,1,0,0,0,0,NOUN,0.950,19,19,0
adolescent,14,9,0,5,0,0,0,NOUN,0.643,14,9,0
adolescents,9,9,0,0,0,0,0,NOUN,1.000,8,8,0
adolf,6,0,6,0,0,0,0,PROPN,0.000,0,0,0
adolph,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adolphus,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adomet,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adonais,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adoniram,6,0,6,0,0,0,0,PROPN,0.000,0,0,0
adonis,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adopt,38,0,1,0,37,0,0,VERB,0.000,37,0,0
adopted,99,0,0,1,98,0,0,VERB,0.000,99,0,0
adopter,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
adopting,23,0,0,0,23,0,0,VERB,0.000,21,0,0
adoption,21,21,0,0,0,0,0,NOUN,1.000,20,20,0
adoptive,6,0,0,6,0,0,0,ADJ,0.000,6,0,0
adopts,5,0,0,0,5,0,0,VERB,0.000,4,0,0
adorable,8,0,0,8,0,0,0,ADJ,0.000,8,0,0
adorama,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adore,2,0,0,0,2,0,0,VERB,0.000,2,0,0
adored,3,0,0,1,2,0,0,VERB,0.000,3,0,0
adores,1,0,0,0,1,0,0,VERB,0.000,1,0,0
adorn,5,0,1,0,4,0,0,VERB,0.000,4,0,0
adorned,6,0,0,0,6,0,0,VERB,0.000,5,0,0
adorning,1,0,0,0,1,0,0,VERB,0.000,1,0,0
adorns,2,0,0,0,2,0,0,VERB,0.000,2,0,0
adotas,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adoted,1,0,0,0,0,0,1,OTHER,0.000,1,0,0
adp,27,0,27,0,0,0,0,PROPN,0.000,0,0,0
adpase,4,0,4,0,0,0,0,PROPN,0.000,0,0,0
adpl,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adpnp,9,0,9,0,0,0,0,PROPN,0.000,0,0,0
adrar,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adready,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adrenal,3,2,0,1,0,0,0,NOUN,0.667,3,2,0
adrenaline,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
adreniline,1,0,0,0,0,0,1,OTHER,0.000,1,0,0
adrian,4,0,4,0,0,0,0,PROPN,0.000,0,0,0
adriana,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
adrianople,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adriatic,5,0,5,0,0,0,0,PROPN,0.000,0,0,0
adrien,2,0,2,0,0,0,0,PROPN,0.000,0,0,0
adrienne,37,0,37,0,0,0,0,PROPN,0.000,0,0,0
adrift,3,1,1,0,0,1,0,NOUN,0.333,2,1,0
adroit,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
adroitness,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
adrs,6,4,2,0,0,0,0,NOUN,0.667,0,0,0
ads,40,39,1,0,0,0,0,NOUN,0.975,38,38,0
adsi,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adsl,2,2,0,0,0,0,0,NOUN,1.000,0,0,0
adsorbed,3,0,0,0,3,0,0,VERB,0.000,3,0,0
adsorbs,1,0,0,0,1,0,0,VERB,0.000,1,0,0
adulation,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
adult,67,57,1,9,0,0,0,NOUN,0.851,65,56,0
adulterated,2,0,0,0,2,0,0,VERB,0.000,2,0,0
adulterers,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
adulterous,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
adultery,4,4,0,0,0,0,0,NOUN,1.000,3,3,0
adulthood,7,7,0,0,0,0,0,NOUN,1.000,7,7,0
adults,114,114,0,0,0,0,0,NOUN,1.000,113,113,0
adust,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
advance,133,99,3,2,29,0,0,NOUN,0.744,126,96,0
advanced,152,0,16,18,118,0,0,VERB,0.000,134,0,0
advancement,17,17,0,0,0,0,0,NOUN,1.000,16,16,0
advancements,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
advancer,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
advancers,3,3,0,0,0,0,0,NOUN,1.000,2,2,0
advances,41,39,0,0,2,0,0,NOUN,0.951,40,38,0
advancing,15,0,0,0,15,0,0,VERB,0.000,13,0,0
advantage,146,146,0,0,0,0,0,NOUN,1.000,145,145,0
advantaged,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
advantageous,8,0,0,8,0,0,0,ADJ,0.000,8,0,0
advantageously,1,0,0,0,0,1,0,ADV,0.000,1,0,0
advantages,45,44,1,0,0,0,0,NOUN,0.978,43,43,0
advent,12,12,0,0,0,0,0,NOUN,1.000,12,12,0
adventists,1,0,1,0,0,0,0,PROPN,0.000,0,0,0
adventitious,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
adventure,29,28,0,0,1,0,0,NOUN,0.966,29,28,0
adventurer,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
adventurers,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
adventures,15,14,1,0,0,0,0,NOUN,0.933,12,12,0
adventuring,1,0,0,0,1,0,0,VERB,0.000,1,0,0
adventurism,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
adventurous,8,0,0,8,0,0,0,ADJ,0.000,8,0,0
adverb,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
adverbial,2,0,0,2,0,0,0,ADJ,0.000,1,0,0
adverbs,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
adversaries,4,4,0,0,0,0,0,NOUN,1.000,4,4,0
adversary,8,8,0,0,0,0,0,NOUN,1.000,8,8,0
adverse,30,0,0,30,0,0,0,ADJ,0.000,28,0,0
adversely,6,0,0,0,0,6,0,ADV,0.000,6,0,0
adversities,1,1,0,0,0,0,0,NOUN,1.000,1,1,0
adversity,6,6,0,0,0,0,0,NOUN,1.000,6,6,0
advert,3,3,0,0,0,0,0,NOUN,1.000,3,3,0
advertise,8,0,0,0,8,0,0,VERB,0.000,8,0,0
advertised,17,0,0,0,17,0,0,VERB,0.000,17,0,0
advertisement,8,7,1,0,0,0,0,NOUN,0.875,7,7,0
advertisements,6,6,0,0,0,0,0,NOUN,1.000,6,6,0
advertiser,2,1,1,0,0,0,0,NOUN,0.500,0,0,0
advertisers,29,29,0,0,0,0,0,NOUN,1.000,24,24,0
advertises,2,0,0,0,2,0,0,VERB,0.000,2,0,0
advertising,150,98,8,0,44,0,0,NOUN,0.653,138,96,0
advertorial,1,0,0,1,0,0,0,ADJ,0.000,1,0,0
advice,136,130,4,0,2,0,0,NOUN,0.956,128,126,0
advisability,4,4,0,0,0,0,0,NOUN,1.000,4,4,0
advisable,3,0,0,3,0,0,0,ADJ,0.000,3,0,0
advise,44,2,0,0,42,0,0,VERB,0.045,43,2,0
advised,63,0,0,0,63,0,0,VERB,0.000,63,0,0
advisedly,1,0,0,0,0,1,0,ADV,0.000,1,0,0
advisement,2,2,0,0,0,0,0,NOUN,1.000,2,2,0
adviser,24,24,0,0,0,0,0,NOUN,1.000,24,24,0
advisers,45,42,3,0,0,0,0,NOUN,0.933,42,42,0
advises,8,0,0,0,8,0,0,VERB,0.000,8,0,0
advising,10,0,0,0,10,0,0,VERB,0.000,10,0,0
advisor,8,6,2,0,0,0,0,NOUN,0.750,6,6,0
advisors,11,9,2,0,0,0,0,NOUN,0.818,8,8,0
