word,scowl_size,scowl_pos,scowl_is_noun,scowl_noun_size,scowl_subtypes,scowl_dialects,scowl_variant_in,scowl_american_standard,scowl_senses,scowl_inflections,scowl_codes
rectilinearly,70,av:1,False,,,,,True,,,
rectitude,50,n:1,True,50,,,,True,,,
recto,60,n:1,True,60,,,,True,,rectos,
rectocele,70,n:1,True,70,,,,True,,rectoceles,
rector,35,n:1,True,35,,,,True,,"rectors, rector's",
rectorate,70,n:1,True,70,,,,True,,rectorates,
rectorial,70,n:1,True,70,,,,True,,,
rectorship,70,n:1,True,70,,,,True,,rectorships,
rectory,50,n:1,True,50,,,,True,,rectories,
rectrix,70,n:1,True,70,,,,True,,rectrices,
rectum,35,n:1,True,35,,,,True,,(rectums | ~: recta),
rectus,70,n:1,True,70,,,,True,,recti,
recumbency,70,n:2,True,70,,,,True,,recumbencies,
recumbent,50,aj:1,False,,,,,True,,,
recumbently,70,av:1,False,,,,,True,,,
recuperable,70,aj:1,False,,,,,True,,,
recuperate,35,v:1,False,,,,,True,,"recuperated, recuperating, recuperates",
recuperation,35,n:1,True,35,,,,True,,,
recuperative,50,aj:1,False,,,,,True,,,
recuperator,70,n:1,True,70,,,,True,,recuperators,
recur,35,v:3,False,,,,,True,,"-, recurring, recurs | recurred, -, -",
recurrence,35,n:2,True,35,,,,True,,recurrences,
recurrent,35,aj:1,False,,,,,True,,,
recurrently,60,av:1,False,,,,,True,,,
recurring,70,aj:1,False,,,,,True,,,
recursion,35,n:2,True,35,,,,True,,recursions,
recursive,35,aj:1,False,,,,,True,,,
recursively,35,av:1,False,,,,,True,,,
recurvate,70,aj:1,False,,,,,True,,,
recurvature,70,n:1,True,70,,,,True,,,
recurve,70,v:1,False,,,,,True,,"recurved, recurving, recurves",
recurved,70,aj:1,False,,,,,True,,,
recusal,70,n:1,True,70,,,,True,,recusals,
recusance,70,n:1,True,70,,,,True,,,
recusancy,70,n:2,True,70,,,,True,,recusancies,
recusant,70,n:1;aj:1,True,70,,,,True,,"recusants, recusant's",
recuse,60,v:1,False,,,,,True,,"recused, recusing, recuses",
recut,70,v:1,False,,,,,True,,"recut, recutting, recuts",
recyclable,40,n:2;aj:1,True,40,,,,True,,recyclables,
recycle,35,v:2;n:1,True,35,,,,True,,"recycled, recycling, recycles",
recycled,40,aj:1,False,,,,,True,,,
recycler,70,n:1,True,70,,,,True,,recyclers,
recycling,35,n:2,True,35,,,,True,,recycling's,
red,35,n:4;aj:2,True,35,upper,,,True,,"Reds- | red's | redder, reddest | reds",
redact,60,v:1,False,,,,,True,,"redacted, redacting, redacts",
redaction,60,n:1,True,60,,,,True,,,
redactor,60,n:1,True,60,,,,True,,"redactors, redactor's",
redan,70,n:1,True,70,,,,True,,redans,
redbird,60,n:2,True,60,,,,True,,redbird's | redbirds,
redbreast,50,n:1,True,50,,,,True,,"redbreasts, redbreast's",
redbrick,60,aj:1,False,,,,,True,,,
redbud,70,n:1,True,70,,,,True,,redbuds,
redbug,70,n:1,True,70,,,,True,,"redbugs, redbug's",
redcap,50,n:1,True,50,,,,True,,"redcaps, redcap's",
redcoat,50,n:1,True,50,,,,True,,"redcoats, redcoat's",
redcurrant,60,n:1,True,60,,,,True,,redcurrants,
redd,70,v:1;aj:1,False,,,,,True,,"redded, redding, redds | redder, reddest",
redden,35,v:2,False,,,,,True,,"-, reddening, - | reddened, -, reddens",
reddish,40,aj:1,False,,,,,True,,,
reddishness,70,n:2,True,70,,,,True,,reddishnesses,
rede,70,v:1,False,,,,,True,,"reded, reding, redes",
redecorate,50,v:1,False,,,,,True,,"redecorated, redecorating, redecorates",
redecoration,60,n:1,True,60,,,,True,,,
rededicate,50,v:1,False,,,,,True,,"rededicated, rededicating, rededicates",
rededication,70,n:1,True,70,,,,True,,rededications,
redeem,35,v:3,False,,,,,True,,"-, redeeming, redeems | redeemed, -, -",
redeemable,35,aj:1,False,,,,,True,,,
redeemer,50,n:1,True,50,,,,True,,"redeemers, redeemer's",
redeeming,70,aj:1,False,,,,,True,,,
redefine,35,v:2,False,,,,,True,,"-, -, redefines | redefined, redefining, -",
redefinition,35,n:2,True,35,,,,True,,redefinitions,
redeliver,60,v:1,False,,,,,True,,"redelivered, redelivering, redelivers",
redemonstrate,70,v:1,False,,,,,True,,"redemonstrated, redemonstrating, redemonstrates",
redemption,35,n:1,True,35,,,,True,,,
redemptional,70,aj:1,False,,,,,True,,,
redemptioner,70,n:1,True,70,,,,True,,redemptioners,
redemptive,60,aj:1,False,,,,,True,,,
redemptory,70,aj:1,False,,,,,True,,,
redeploy,50,v:1,False,,,,,True,,"redeployed, redeploying, redeploys",
redeployment,50,n:1,True,50,,,,True,,,
redeposit,60,n:1;v:1,True,60,,,,True,,"redeposited, redepositing, redeposits",
redesign,35,v:2,False,,,,,True,,"-, redesigning, redesigns | redesigned, -, -",
redetermination,70,n:2,True,70,,,,True,,redeterminations,
redetermine,60,v:1,False,,,,,True,,"redetermined, redetermining, redetermines",
redevelop,40,v:1,False,,,,,True,,"redeveloped, redeveloping, redevelops",
redevelopment,40,n:1,True,40,,,,True,,redevelopments,
redfin,70,n:1,True,70,,,,True,,redfins,
redfish,70,n:1,True,70,,,,True,,redfish's,
redhead,35,n:1,True,35,,,,True,,"redheads, redhead's",
redheaded,50,aj:1,False,,,,,True,,,
redial,60,n:1;v:1,True,60,,,,True,,"(A C: redialed | B Cv: redialled), (A C: redialing | B Cv: redialling), redials | redials",
redigest,70,v:1,False,,,,,True,,"redigested, redigesting, redigests",
redingote,70,n:1,True,70,,,,True,,redingotes,
redintegrate,70,v:1,False,,,,,True,,"redintegrated, redintegrating, redintegrates",
redintegration,70,n:2,True,70,,,,True,,redintegrations,
redintegrative,70,aj:1,False,,,,,True,,,
redirect,35,v:2,False,,,,,True,,"-, -, redirects | redirected, redirecting, -",
redirection,35,n:2,True,35,,,,True,,redirections-,
rediscount,70,n:1;v:1,True,70,,,,True,,"rediscounted, rediscounting, rediscounts | rediscounts",
rediscountable,35,v:1,False,,,,,True,,"rediscovered, -, -",
rediscover,50,v:1,False,,,,,True,,"-, rediscovering, rediscovers",
rediscovery,50,n:2,True,50,,,,True,,rediscoveries,
redissolve,60,v:1,False,,,,,True,,"redissolved, redissolving, redissolves",
redistill,70,v:2,False,,,,,True,,"-, -, redistills | redistilled, redistilling, -",
redistillation,35,n:2;v:1,True,70,,,,True,,"-, redistributing, - | redistillations",
redistribute,40,v:2,False,,,,,True,,"-, -, redistributes | redistributed, -, -",
redistribution,35,n:1,True,35,,,,True,,,
redistributive,70,aj:1,False,,,,,True,,,
redistributor,50,n:1,True,50,,,,True,,redistributors,
redistrict,50,v:1,False,,,,,True,,"redistricted, redistricting, redistricts",
redivide,60,v:1,False,,,,,True,,"redivided, redividing, redivides",
redivivus,70,aj:1,False,,,,,True,,,
redline,70,v:1,False,,,,,True,,"redlined, redlining, redlines",
redlining,60,n:1,True,60,,,,True,,,
redly,70,av:1,False,,,,,True,,,
redneck,40,n:1;a:1,True,40,,,,True,,"rednecks, redneck's",
rednecked,70,aj:1,False,,,,,True,,,
redness,40,n:1,True,40,,,,True,,,
redo,35,v:2,False,,,,,True,,"-, redone, redoing, - | redid, -, redoes",
redolence,50,n:1,True,50,,,,True,,,
redolent,50,aj:1,False,,,,,True,,,
redolently,70,av:1,False,,,,,True,,,
redouble,40,v:1,False,,,,,True,,"redoubled, redoubling, redoubles",
redoubt,50,n:1,True,50,,,,True,,redoubts,
redoubtable,50,aj:1,False,,,,,True,,,
redoubtably,60,av:1,False,,,,,True,,,
redound,50,v:1,False,,,,,True,,"redounded, redounding, redounds",
redpoll,70,n:1,True,70,,,,True,,"redpolls, redpoll's",
redraft,35,v:3,False,,,,,True,,"-, redrafting, - | redrafted, -, redrafts",
redraw,35,v:3,False,,,,,True,,"-, redrawing, - | redrew, redrawn, -, redraws",
redress,35,v:2;n:1,True,35,,,,True,,"redressed, redressing, redresses",
redressable,70,aj:1,False,,,,,True,,,
redressal,70,n:1,True,70,,,,True,,,
redresser,70,n:1,True,70,,,,True,,redressers,
redroot,70,n:1,True,70,,,,True,,redroots,
redshank,70,n:1,True,70,,,,True,,"redshanks, redshank's",
redshift,70,n:1,True,70,,,,True,,redshifts,
redshirt,70,m:1,False,,,,,True,,"redshirted, redshirting, redshirts",
redskin,40,n:1,True,40,,,,True,,redskins,
redstart,70,n:1,True,70,,,,True,,"redstarts, redstart's",
redtop,70,n:2,True,70,,,,True,,redtops,
reduce,35,v:2,False,,,,,True,,"reduced, reducing, reduces",
reduced,70,aj:1,False,,,,,True,,,
reducer,60,n:1,True,60,,,,True,,reducers,
reducibility,70,n:2,True,70,,,,True,,reducibilities,
reducible,60,aj:1,False,,,,,True,,,
reductase,60,n:2,True,60,,,,True,,reductase's | reductases-,
reduction,35,n:1,True,35,,,,True,,reductions,
reductionism,70,n:2,True,70,,,,True,,reductionisms,
reductionist,60,aj:1,False,,,,,True,,,
reductive,60,aj:1,False,,,,,True,,,
redundancy,35,n:2,True,35,,,,True,,redundancies,
redundant,35,aj:1,False,,,,,True,,,
redundantly,50,av:1,False,,,,,True,,,
reduplicate,60,v:1,False,,,,,True,,"reduplicated, reduplicating, reduplicates",
reduplication,60,n:1,True,60,,,,True,,,
reduplicative,70,aj:1,False,,,,,True,,,
redux,70,n:2,True,70,,,,True,,reduces,
redware,70,n:1,True,70,,,,True,,redwares,
redwing,70,n:1,True,70,,,,True,,"redwings, redwing's",
redwood,40,n:1,True,40,,,,True,,redwoods,
redye,60,v:1,False,,,,,True,,"redyed, redyeing, redyes",
reecho,60,v:1,False,,,,,True,,"reechoed, reechoing, reechoes",
reed,35,n:2,True,35,,,,True,,reed's | reeds,
reedbird,70,n:1,True,70,,,,True,,"reedbirds, reedbird's",
reedbuck,70,n:1,True,70,,,,True,,(reedbuck | reedbucks),
reediness,60,n:1,True,60,,,,True,,,
reeding,70,n:1,True,70,,,,True,,reedings,
reedit,60,v:1,False,,,,,True,,"reedited, reediting, reedits",
reeducate,40,v:1,False,,,,,True,,"reeducated, reeducating, reeducates",
reeducation,40,n:1,True,40,,,,True,,,
reedy,50,aj:2,False,,,,,True,,"reedier, reediest",
reef,35,n:1;v:1,True,35,,,,True,,"reefed, reefing, reefs | reefs, reef's",
reefer,50,n:1,True,50,,,,True,,reefers,
reek,35,n:2;v:1,True,35,,,,True,,"reeked, reeking, reeks | reeks",
reeker,70,n:1,True,70,,,,True,,reekers,
reeky,70,aj:1,False,,,,,True,,"reekier, reekiest",
reel,35,n:2;v:2,True,35,,,,True,,"reel's | reeled, reeling, reels | reels",
reelable,70,aj:1,False,,,,,True,,,
reelect,35,v:1,False,,,,,True,,"reelected, reelecting, reelects",
reelection,40,n:2,True,40,,,,True,,reelections,
reeler,70,n:1,True,70,,,,True,,"reelers, reeler's",
reembark,60,v:1,False,,,,,True,,"reembarked, reembarking, reembarks",
reembody,60,v:1,False,,,,,True,,"reembodied, reembodying, reembodies",
reemerge,50,v:1,False,,,,,True,,"reemerged, reemerging, reemerges",
reemergence,60,n:1,True,60,,,,True,,,
reemphasis,70,n:1,True,70,,,,True,,reemphases,
reemphasise,50,v:1,False,,,B,,False,,"reemphasised, reemphasising, reemphasises",B
reemphasize,50,v:1,False,,,AZ,,True,,"reemphasized, reemphasizing, reemphasizes",A Z
reemploy,60,v:1,False,,,,,True,,"reemployed, reemploying, reemploys",
reemployment,60,n:1,True,60,,,,True,,,
reenact,40,v:1,False,,,,,True,,"reenacted, reenacting, reenacts",
reenactment,40,n:1,True,40,,,,True,,reenactments,
reenergize,70,m:1,False,,,,,True,,"reenergized, reenergizing, reenergizes",
reenforce,35,v:1,False,,,A,A,False,,"reenforced, reenforcing, reenforces",AV
reenforced,70,aj:1,False,,,A,A,False,,,AV
reengage,60,v:1,False,,,,,True,,"reengaged, reengaging, reengages",
reenlist,60,v:1,False,,,,,True,,"reenlisted, reenlisting, reenlists",
reenlistment,60,n:1,True,60,,,,True,,,
reenter,50,v:1,False,,,,,True,,"reentered, reentering, reenters",
reentrance,70,n:1,True,70,,A,,True,,"reentrances, reentrance's",A
reentry,40,n:1,True,40,,,,True,,reentries,
reequip,60,v:1,False,,,,,True,,"reequipped, reequipping, reequips",
reest,70,v:1,False,,,,,True,,"reested, reesting, reests",
reestablish,50,v:1,False,,,,,True,,"reestablished, reestablishing, reestablishes",
reestablishment,60,n:1,True,60,,,,True,,,
reevaluate,50,v:1,False,,,,,True,,"reevaluated, reevaluating, reevaluates",
reevaluation,60,n:1,True,60,,,,True,,reevaluations,
reeve,60,v:1;n:1,True,60,,,,True,,"-, reeving, reeves | reeves, reeve's",
reexamination,60,n:1,True,60,,,,True,,reexaminations,
reexamine,50,v:1,False,,,,,True,,"reexamined, reexamining, reexamines",
reexchange,70,v:1,False,,,,,True,,,
reexhibit,70,v:1,False,,,,,True,,"reexhibited, reexhibiting, reexhibits",
reexperience,70,v:1,False,,,,,True,,"reexperienced, reexperiencing, reexperiences",
reexplain,60,v:1,False,,,,,True,,"reexplained, reexplaining, reexplains",
reexport,60,v:1,False,,,,,True,,"reexported, reexporting, reexports",
ref,40,v:2;n:1;abbr:1,True,40,,,,True,,"-, -, refs | reffed, reffing, - | refs, ref's",_~
reface,60,v:1,False,,,,,True,,"refaced, refacing, refaces",
refactor,60,v:1,False,,,,,True,,"refactored, refactoring, refactors",
refashion,50,v:1,False,,,,,True,,"refashioned, refashioning, refashions",
refasten,60,v:1,False,,,,,True,,"refastened, refastening, refastens",
refection,60,n:1,True,60,,,,True,,,
refectory,50,n:1,True,50,,,,True,,refectories,
refer,35,v:1,False,,,,,True,,"referred, referring, refers",
referable,60,aj:1,False,,,,,True,,,
referee,35,n:2;v:2,True,35,,,,True,,"referee's | refereed, refereeing, referees | referees",
reference,35,n:1;v:1,True,35,,,,True,,"referenced, referencing, references | references",
referendum,35,n:1,True,35,,,,True,,(referendums | ~: referenda),
referent,50,n:2;aj:1,True,50,,,,True,,referents,
referential,50,aj:1,False,,,,,True,,,
referral,50,n:2,True,50,,,,True,,"referrals, referral's",
referrer,60,n:1,True,60,,,,True,,referrers,
refight,70,v:1,False,,,,,True,,"refought, refighting, refights",
refigure,50,v:1,False,,,,,True,,"refiled, -, -",
refile,60,v:1,False,,,,,True,,"-, refiling, refiles",
refill,35,n:2;v:2,True,35,,,,True,,"refilled, refilling, refills | refills",
refillable,50,aj:1,False,,,,,True,,,
refilm,70,v:1,False,,,,,True,,"refilmed, refilming, refilms",
refilter,70,v:1,False,,,,,True,,"refiltered, refiltering, refilters",
refinance,40,v:2,False,,,,,True,,"-, refinancing, - | refinanced, -, refinances",
refine,35,v:2,False,,,,,True,,"refined, refining, refines",
refined,35,aj:1,False,,,,,True,,,
refinement,35,n:2,True,35,,,,True,,refinements,
refiner,50,n:1,True,50,,,,True,,"refiners, refiner's",
refinery,35,n:2,True,35,,,,True,,"refineries, refinery's",
refining,70,n:1,True,70,,,,True,,refinings,
refinish,40,v:1,False,,,,,True,,"refinished, refinishing, refinishes",
refinisher,70,n:1,True,70,,,,True,,"refinishers, refinisher's",
refire,70,v:1,False,,,,,True,,"refired, refiring, refires",
refit,50,n:1;v:1,True,50,,,,True,,"(refitted | ~: refit), refitting, refits | refits",
refix,70,v:1,False,,,,,True,,"refixed, refixing, refixes",
reflate,60,v:1,False,,,,,True,,"reflated, reflating, reflates",
reflation,60,n:2,True,60,,,,True,,reflations,
reflationary,60,aj:1,False,,,,,True,,,
reflect,35,v:1,False,,,,,True,,"reflected, reflecting, reflects",
reflectance,70,n:1,True,70,,,,True,,reflectances,
reflection,35,n:1,True,35,,,,True,,reflections,
reflective,35,aj:1,False,,,,,True,,,
reflectively,60,av:1,False,,,,,True,,,
reflectiveness,70,n:2,True,70,,,,True,,reflectivenesses,
reflectivity,60,n:2,True,60,,,,True,,reflectivities-,
reflector,35,n:2,True,35,,,,True,,"reflectors, reflector's",
reflex,35,n:1;aj:1,True,35,,,,True,,reflexes,
reflexion,70,n:1,True,70,,,,True,,reflexions,
reflexive,35,n:2;aj:1,True,35,,,,True,,reflexives,
reflexively,50,av:1,False,,,,,True,,,
reflexiveness,70,n:2,True,70,,,,True,,reflexivenesses,
reflexivity,60,n:2,True,60,,,,True,,reflexivities-,
reflexly,70,av:1,False,,,,,True,,,
reflexologist,70,n:1,True,70,,,,True,,reflexologists,
reflexology,60,n:2,True,60,,,,True,,reflexologies-,
refloat,70,v:1,False,,,,,True,,"refloated, refloating, refloats",
reflow,70,v:1,False,,,,,True,,"reflowed, reflowing, reflows",
reflower,70,v:1,False,,,,,True,,"reflowered, reflowering, reflowers",
refluent,70,aj:1,False,,,,,True,,,
reflux,70,n:2,True,70,,,,True,,refluxes-,
refocus,50,v:1,False,,,,,True,,"(refocused | ~: refocussed), (refocusing | ~: refocussing), (refocuses | ~: refocusses)",
refold,60,v:1,False,,,,,True,,"refolded, refolding, refolds",
reforest,50,v:1,False,,,,,True,,"reforested, reforesting, reforests",
reforestation,50,n:1,True,50,,,,True,,,
reforge,60,v:1,False,,,,,True,,"reforged, reforging, reforges",
reform,35,n:2;v:1,True,35,,,,True,,"reform's | reformed, reforming, reforms | reforms",
reformable,70,aj:1,False,,,,,True,,,
reformat,35,m:2,False,,,,,True,,"-, -, reformats | reformatted, reformatting, -",
reformation,35,n:1,True,35,,,,True,,reformations,
reformational,70,aj:1,False,,,,,True,,,
reformative,60,aj:1,False,,,,,True,,,
reformatory,50,n:1;aj:1,True,50,,,,True,,reformatories,
reformed,70,aj:1,False,,,,,True,,,
reformer,35,n:1,True,35,,,,True,,"reformers, reformer's",
reformism,70,n:2,True,70,,,,True,,reformisms,
reformist,60,n:2;aj:1,True,60,,,,True,,reformist's | reformists,
reformulate,50,v:1,False,,,,,True,,"reformulated, reformulating, reformulates",
reformulation,60,n:1,True,60,,,,True,,reformulations,
refortify,60,v:1,False,,,,,True,,"refortified, refortifying, refortifies",
refound,70,v:1,False,,,,,True,,"refounded, refounding, refounds",
refract,50,v:1,False,,,,,True,,"refracted, refracting, refracts",
refraction,35,n:2,True,35,,,,True,,refractions-,
refractional,70,aj:1,False,,,,,True,,,
refractive,60,aj:1,False,,,,,True,,,
refractively,70,av:1,False,,,,,True,,,
refractiveness,70,n:1,True,70,,,,True,,refractivenesses,
refractivity,70,n:2,True,70,,,,True,,refractivities,
refractometer,70,n:1,True,70,,,,True,,refractometers,
refractor,70,n:1,True,70,,,,True,,refractors,
refractorily,70,av:1,False,,,,,True,,,
refractoriness,70,n:2,True,70,,,,True,,refractorinesses,
refractory,50,n:2;aj:1,True,50,,,,True,,refractories,
refrain,35,n:2;v:2,True,35,,,,True,,"-, refraining, refrains | refrained, -, - | refrains",
refrainment,70,n:1,True,70,,,,True,,refrainments,
refrangible,70,aj:1,False,,,,,True,,,
refreeze,60,v:1,False,,,,,True,,"refroze, refrozen, refreezing, refreezes",
refresh,35,v:2,False,,,,,True,,"refreshed, refreshing, refreshes",
refreshed,70,aj:1,False,,,,,True,,,
refresher,50,n:1,True,50,,,,True,,refreshers,
refreshing,40,aj:1,False,,,,,True,,,
refreshingly,40,av:1,False,,,,,True,,,
refreshment,35,n:1,True,35,,,,True,,,
refreshments,35,n:1,True,35,,,,True,,,
refrigerant,50,n:1,True,50,,,,True,,refrigerants,
refrigerate,35,v:1,False,,,,,True,,"refrigerated, refrigerating, refrigerates",
refrigerated,70,aj:1,False,,,,,True,,,
refrigeration,35,n:1,True,35,,,,True,,,
refrigerator,35,n:2,True,35,,,,True,,"refrigerators, refrigerator's",
refry,70,v:1,False,,,,,True,,"refried, refrying, refries",
refuel,35,v:1,False,,,,,True,,"(A: refueled | B: refuelled), (A: refueling | B: refuelling), refuels",
refueling,70,n:1,True,70,,A,,True,,,A
refuelling,70,n:1,True,70,,B,,False,,,B
refuge,35,n:2,True,35,,,,True,,"refuges, refuge's",
refugee,35,n:2,True,35,,,,True,,refugee's | refugees,
refulgence,50,n:1,True,50,,,,True,,,
refulgent,50,aj:1,False,,,,,True,,,
refulgently,70,av:1,False,,,,,True,,,
refund,35,v:3;n:2,True,35,,,,True,,"-, -, refunds | -, refunding, - | refunded, -, - | refunds",
refundable,40,aj:1,False,,,,,True,,,
refurbish,35,v:2,False,,,,,True,,"-, refurbishing, refurbishes | refurbished, -, -",
refurbishment,35,n:2,True,35,,,,True,,refurbishments,
refurnish,50,v:1,False,,,,,True,,"refurnished, refurnishing, refurnishes",
refusal,35,n:2,True,35,,,,True,,refusals,
refuse,35,n:1;v:1;a:1,True,35,,,,True,,"refused, refusing, refuses",
refusenik,70,n:1,True,70,,,,True,,refuseniks,
refutable,60,aj:1,False,,,,,True,,,
refutably,70,av:1,False,,,,,True,,,
refutal,70,n:1,True,70,,,,True,,refutals,
refutation,35,n:2,True,35,,,,True,,refutations,
refute,35,v:2,False,,,,,True,,"-, refuting, refutes | refuted, -, -",
refuter,60,n:1,True,60,,,,True,,"refuters, refuter's",
reg,60,n:2;abbr:1,True,70,,,,True,,regs-,_~
regain,35,v:2,False,,,,,True,,"-, regaining, regains | regained, -, -",
regal,35,aj:1,False,,,,,True,,,
regale,35,v:1,False,,,,,True,,"regaled, regaling, regales",
regalement,60,n:1,True,60,,,,True,,,
regalia,35,n:1,True,35,,,,True,,,
regality,70,n:2,True,70,,,,True,,regalities,
regally,50,av:1,False,,,,,True,,,
regard,35,n:1;v:1,True,35,,,,True,,"regarded, regarding, regards",
regardant,70,aj:1,False,,,,,True,,,
regardful,70,aj:1,False,,,,,True,,,
regarding,35,pp:1,False,,,,,True,,,
regardless,35,aj:1;av:1,False,,,,,True,,,
regardlessly,70,av:1,False,,,,,True,,,
regards,35,n:1,True,35,,,,True,,,
regather,60,v:1,False,,,,,True,,"regathered, regathering, regathers",
regatta,35,n:1,True,35,,,,True,,regattas,
regear,70,v:1,False,,,,,True,,"regeared, regearing, regears",
regelate,70,v:1,False,,,,,True,,"regelated, regelating, regelates",
regelation,70,n:1,True,70,,,,True,,regelations,
regency,50,n:1,True,50,,,,True,,regencies,
regeneracy,60,n:1,True,60,,,,True,,,
regenerate,35,v:2,False,,,,,True,,"regenerated, regenerating, regenerates",
regeneration,35,n:2,True,35,,,,True,,regenerations-,
regenerative,50,aj:1,False,,,,,True,,,
regenerator,70,n:1,True,70,,,,True,,regenerators,
regent,35,n:2;aj:1,True,35,,,,True,,"regents, regent's",
regerminate,70,v:1,False,,,,,True,,"regerminated, regerminating, regerminates",
regex,60,n:1,True,60,,,,True,,regex's,
reggae,40,n:1,True,40,,,,True,,reggae's,
reggo,70,n:1,True,70,,,,True,,,
regicidal,60,aj:1,False,,,,,True,,,
regicide,50,n:1,True,50,,,,True,,"regicides, regicide's",
regild,70,v:1,False,,,,,True,,"(regilded | regilt), regilding, regilds",
regime,35,n:2,True,35,,,,True,,regime's | regimes,
regimen,35,n:1,True,35,,,,True,,regimens,
regiment,35,v:3;n:2,True,35,,,,True,,"-, regimenting, - | regiment's | regimented, -, regiments | regiments",
regimental,35,aj:1;n:1,True,70,,,,True,,regimentals,
regimentation,50,n:1,True,50,,,,True,,,
regimented,40,aj:1,False,,,,,True,,,
region,35,n:3,True,35,,,,True,,region's | regions,
regional,35,aj:1,False,,,,,True,,,
regionalism,50,n:2,True,50,,,,True,,regionalisms,
regionally,40,av:1,False,,,,,True,,,
regisseur,70,n:1,True,70,,,,True,,regisseurs,_~
register,35,n:2;v:1,True,35,,,,True,,"register's | registered, registering, registers | registers",
registered,70,aj:1,False,,,,,True,,,
registrable,70,aj:1,False,,,,,True,,,
registrant,50,n:1,True,50,,,,True,,"registrants, registrant's",
registrar,35,n:2,True,35,,,,True,,"registrars, registrar's",
registration,35,n:2,True,35,,,,True,,registration's | registrations,
registry,35,n:1,True,35,,,,True,,"registries, registry's",
regive,70,v:1,False,,,,,True,,"regave, regiven, regiving, regives",
reglaze,70,v:1,False,,,,,True,,"reglazed, reglazing, reglazes",
reglet,70,n:1,True,70,,,,True,,reglets,
regnal,70,aj:1,False,,,,,True,,,
regnant,60,aj:1,False,,,,,True,,,
regolith,70,n:1,True,70,,,,True,,regoliths,
regorge,70,v:1,False,,,,,True,,"regorged, regorging, regorges",
regrade,60,v:1,False,,,,,True,,"regraded, regrading, regrades",
regrate,70,v:1,False,,,,,True,,"regrated, regrating, regrates",
regress,35,v:2;n:1,True,35,,,,True,,"-, regressing, regresses | regressed, -, -",
regression,35,n:2,True,35,,,,True,,regressions,
regressive,50,aj:1,False,,,,,True,,,
regressively,70,av:1,False,,,,,True,,,
regressiveness,70,n:2,True,70,,,,True,,regressivenesses,
regressor,70,n:1,True,70,,,,True,,regressors,
regret,35,n:1;v:1,True,35,,,,True,,"regrets | regretted, regretting, regrets",
regretful,35,aj:1,False,,,,,True,,,
regretfully,40,av:1,False,,,,,True,,,
regretfulness,70,n:1,True,70,,,,True,,regretfulnesses,
regrettable,35,aj:1,False,,,,,True,,,
regrettably,35,av:1,False,,,,,True,,,
regretter,70,n:1,True,70,,,,True,,regretters,
regrind,60,v:1,False,,,,,True,,"reground, regrinding, regrinds",
regroup,40,v:1,False,,,,,True,,"regrouped, regrouping, regroups",
regrow,60,v:1,False,,,,,True,,"regrew, regrown, regrowing, regrows",
regrowth,60,n:1,True,60,,,,True,,,
regulable,70,aj:1,False,,,,,True,,,
regular,35,n:2;aj:1,True,35,,,,True,,regular's | regulars,
regularisation,60,n:1,True,60,,B,,False,,,B
regularise,50,v:2,False,,,B,,False,,"regularised, regularising, regularises",B
regularity,35,n:2,True,35,,,,True,,regularities,
regularization,60,n:1,True,60,,AZ,,True,,,A Z
regularize,50,v:2,False,,,AZ,,True,,"regularized, regularizing, regularizes",A Z
regularly,35,av:1,False,,,,,True,,,
regulate,35,v:2,False,,,,,True,,"regulated, regulating, regulates",
regulated,70,aj:1,False,,,,,True,,,
regulation,35,n:2;aj:1,True,35,,,,True,,regulation's | regulations,
regulative,60,aj:1,False,,,,,True,,,
regulator,50,n:1,True,50,,,,True,,"regulators, regulator's",
regulatory,50,aj:1,False,,,,,True,,,
regulus,70,n:1,True,70,,,,True,,reguluses,
regurgitate,35,v:2,False,,,,,True,,"regurgitated, regurgitating, regurgitates",
regurgitation,40,n:1,True,40,,,,True,,,
rehab,40,n:2;v:2,True,40,,,,True,,"rehabbed, rehabbing, rehabs | rehabs",
rehabilitate,35,v:1,False,,,,,True,,"rehabilitated, rehabilitating, rehabilitates",
rehabilitation,35,n:1,True,35,,,,True,,,
rehabilitative,60,aj:1,False,,,,,True,,,
rehandle,70,v:1,False,,,,,True,,"rehandled, rehandling, rehandles",
rehang,60,v:3,False,,,,,True,execute;suspend,"-, rehanging, rehangs | rehanged, -, - | rehung, rehanging, rehangs",
rehash,35,n:2;v:2,True,35,,,,True,,"rehashed, rehashing, rehashes | rehashes",
rehear,60,v:1,False,,,,,True,,"reheard, rehearing, rehears",
rehearing,60,n:1,True,60,,,,True,,rehearings,
rehearsal,35,n:2,True,35,,,,True,,rehearsals,
rehearse,35,v:2,False,,,,,True,,"-, rehearsing, rehearses | rehearsed, -, -",
rehearser,70,n:1,True,70,,,,True,,rehearsers,
reheat,50,v:2,False,,,,,True,,"-, reheating, - | reheated, -, reheats",
rehire,50,v:1,False,,,,,True,,"rehired, rehiring, rehires",
rehome,70,v:1,False,,,,,True,,,
rehouse,60,v:1,False,,,,,True,,"rehoused, rehousing, rehouses",
reification,60,n:2,True,60,,,,True,,reifications-,
reificatory,70,aj:1,False,,,,,True,,,
reify,60,v:1,False,,,,,True,,"reified, reifying, reifies",
reign,35,n:2;v:2,True,35,,,,True,,"reigned, reigning, reigns | reigns",
reigning,70,aj:1,False,,,,,True,,,
reignite,60,v:1,False,,,,,True,,"reignited, reigniting, reignites",
reiki,70,n:2,True,70,,,,True,,reikis-,
